ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q1,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,cornd,cornd_high,cornd_low,melond,melond_high,melond_low,taterd,taterd_high,taterd_low,riced,riced_high,riced_low,materd,materd_high,materd_low,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,melonb,melonb_high,melonb_low,cornb,cornb_high,cornb_low,taterb,taterb_high,taterb_low,riceb,riceb_high,riceb_low,materb,materb_high ,materb_low ,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,mater_l,mater_h,rice_l,rice_h,tater_l,tater_h,corn_low,corn_high,melon_low,melon_high,mater_low,mater_high,rice_low,rice_high,tater_low,tater_high,PROLIFIC_PID,STUDY_ID,full_launch,gc,term,target_state,black,attention
R_36alJilELcts4q5,29.7388,-95.8309,1,,1,45,4.996,4.996,5.983,1,3.571,4.269,174.798,2,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,2,2,5,1,1,4,4,4,5,4,"1,4,5",2,3,3,3,1,3,3,5,2,1,1,12,150,1,7,25,41,392,561,77,119,154,200,75,113,0.25,0.41,3.92,5.61,0.77,1.19,1.54,2,0.75,1.13,65d938edebdf0f3bd98b3924,RestOfUS,1,,,0,0,1
R_1kNvu2iP8cXmZx8,39.3394,-94.229,1,,1,26,0,0,12.413,0,,,,,,,,,,,,,,,,,,,,0,0,31.851,0,2,1,,2,2,,2,2,,2,1,,2,2,,5,5,2,3,3,5,1,2,4,4,3,5,3,"1,3,4",3,2,2,3,1,5,5,6,2,1,1,5,75,1,4,24,42,352,625,84,115,150,218,83,110,0.24,0.42,3.52,6.25,0.84,1.15,1.5,2.18,0.83,1.1,66b3dd58c0d334410a366eda,SixStateSample,1,,,1,1,1
R_1htjp2kwJN1vRqd,38.5943,-90.2321,1,,1,26,0,0,7.38,0,0,0,23.669,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,4,4,3,2,1,4,4,4,5,4,"2,5,6",2,2,1,3,1,2,3,5,2,1,4,12,300,1,2,27,43,407,603,87,117,137,228,74,121,0.27,0.43,4.07,6.03,0.87,1.17,1.37,2.28,0.74,1.21,66b8220254e6b9ba221ebfbc,SixStateSample,1,,,1,0,1
R_7ZEMWucqYEaxUER,30.1597,-92.0258,1,,1,19,1.342,9.016,14.608,2,,,,,,,,,,,,,,,,,,,,0,0,47.186,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,4,4,4,1,4,4,4,4,5,4,"1,3,4",2,2,3,3,1,1,2,5,2,1,1,11,300,1,2,27,42,354,571,83,125,138,220,73,129,0.27,0.42,3.54,5.71,0.83,1.25,1.38,2.2,0.73,1.29,66a3abea74c055f942b59cd7,SixStateSample,1,,,1,1,1
R_7N35kifbW4rTZrJ,36.1723,-86.6608,1,,1,44,0,0,11.497,0,0,0,42.702,0,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,4,5,1,3,4,4,4,5,5,"1,4,5",2,2,3,6,3,3,2,5,2,1,1,3,150,1,6,28,36,448,559,74,130,130,195,80,124,0.28,0.36,4.48,5.59,0.74,1.3,1.3,1.95,0.8,1.24,66df8a08c5adf9288b808641,SixStateSample,1,,,1,0,1
R_5Y8H6YtkCWRerct,33.7344,-84.0986,1,,1,11,1.442,1.442,6.229,1,12.675,16.042,23.278,2,1,,1,1,,2,1,,2,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,4,4,2,5,4,4,2,7,4,4,4,5,4,"1,2,3",1,2,2,3,1,2,2,3,1,2,1,9,200,1,2,28,42,417,586,89,112,133,221,72,116,0.28,0.42,4.17,5.86,0.89,1.12,1.33,2.21,0.72,1.16,6567644b0a4a14cbeaac5a79,RestOfUS,1,,,0,0,1
R_1HcwHJstCrb4tB5,37.751,-97.822,1,,1,34,1.261,3.046,3.467,3,,,,,,,,,,,,,,,,,,,,0.952,26.384,28.317,5,2,2,,2,2,,2,2,,2,1,,2,2,,4,4,2,4,4,4,1,2,3,3,4,5,4,"1,3,4",2,2,2,3,1,2,2,3,2,"1,2,3",2,7,100,1,3,28,41,366,647,76,129,142,224,80,126,0.28,0.41,3.66,6.47,0.76,1.29,1.42,2.24,0.8,1.26,61113f20a9497a72b0c1ed6c,RestOfUS,1,,,0,1,1
R_1T6ikLQQOuxIbgl,35.1841,-89.8588,1,,1,25,0,0,14.301,0,0,0,15.155,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,3,5,5,5,5,4,"2,4,5",1,2,3,6,1,1,3,5,2,2,1,7,150,1,4,30,36,393,628,81,128,151,217,80,114,0.3,0.36,3.93,6.28,0.81,1.28,1.51,2.17,0.8,1.14,66df1b1c6cf785adf97d377c,SixStateSample,1,,,1,0,1
R_7mkRmFeOFMyhvTX,38.1405,-85.6936,1,,1,18,18.6,18.6,19.601,1,,,,,,,,,,,,,,,,,,,,11.749,44.637,79.276,3,2,1,,2,2,,2,1,,2,2,,2,1,,4,5,2,3,3,5,1,1,4,2,2,5,4,"4,5,7",4,4,4,4,1,5,5,9,1,1,1,8,150,1,6,24,40,355,566,85,122,132,217,75,124,0.24,0.4,3.55,5.66,0.85,1.22,1.32,2.17,0.75,1.24,66771965c2d6e48e8330e413,SixStateSample,1,,,1,1,1
R_3f4BhqNJxv6lAid,41.4453,-81.6991,1,,1,36,6.058,23.738,24.62,2,,,,,,,,,,,,,,,,,,,,17.522,73.941,77.775,10,2,1,,2,2,,2,2,,2,1,,2,2,,4,4,2,3,4,4,2,7,5,4,3,5,3,"4,5,6",3,4,3,6,1,2,3,3,2,2,1,4,60,1,1,26,36,433,608,74,127,144,209,89,110,0.26,0.36,4.33,6.08,0.74,1.27,1.44,2.09,0.89,1.1,66cf67c748d4e58e76111414,RestOfUS,1,,,0,1,1
R_1uO1wuXFEonH7Ug,36.3125,-82.377,1,,1,44,2.587,31.105,31.974,2,1.707,45.931,46.876,2,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,5,1,1,5,5,4,5,3,"4,5,7",1,3,3,2,1,1,2,4,3,1,1,6,300,1,1,28,39,416,635,71,115,134,200,82,122,0.28,0.39,4.16,6.35,0.71,1.15,1.34,2,0.82,1.22,5dd3a7db9c84d8396ff9a13e,SixStateSample,1,,,1,0,1
R_7k6b9dPzUYlWqFQ,36.0964,-86.8212,1,,1,44,0,0,9.783,0,,,,,,,,,,,,,,,,,,,,0,0,37.854,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,5,2,1,5,5,5,5,5,"1,4,5",2,4,2,3,1,3,3,6,1,1,1,12,80,3,5,26,41,429,643,75,120,131,215,80,130,0.26,0.41,4.29,6.43,0.75,1.2,1.31,2.15,0.8,1.3,5f7b8d1186b828165dae8e5f,SixStateSample,1,,,1,1,1
R_7HueIPYz1mTZOnw,32.2361,-90.2601,1,,1,25,0,0,16.887,0,0,0,32.767,0,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,4,2,1,1,2,3,5,2,"4,6,7",3,4,2,4,1,5,5,4,2,2,1,8,150,1,4,25,38,431,605,76,117,151,198,73,130,0.25,0.38,4.31,6.05,0.76,1.17,1.51,1.98,0.73,1.3,66e13442b0ae2bb7f0170ebb,SixStateSample,1,,,1,0,1
R_3g8b4w40ojruKy0,38.5943,-90.2321,1,,1,26,0,0,11.999,0,0,0,20.741,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,4,1,1,5,5,5,5,4,"2,4,5",2,2,2,3,1,2,2,6,2,1,1,9,400,1,2,28,43,373,583,70,113,131,224,82,120,0.28,0.43,3.73,5.83,0.7,1.13,1.31,2.24,0.82,1.2,5dd72d2883e3096d755c0f14,SixStateSample,1,,,1,0,1
R_5frfNNY22O3TISP,37.8065,-85.4592,1,,1,18,0,0,3.844,0,,,,,,,,,,,,,,,,,,,,0,0,34.531,0,2,1,,1,,1,2,1,,1,,2,2,1,,4,3,2,3,3,4,1,2,4,4,4,5,4,"4,5,7",3,4,1,6,4,2,2,3,2,"1,2,3,4",1,11,200,1,6,29,42,366,610,89,123,152,228,70,126,0.29,0.42,3.66,6.1,0.89,1.23,1.52,2.28,0.7,1.26,5eb080ccaf87d11143472477,SixStateSample,1,,,1,1,1
R_7qCY50TeiWxeIXM,35.0766,-85.3114,1,,1,44,0,0,13.646,0,0,0,18.418,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,2,3,5,1,2,4,4,4,5,3,"4,5,7",2,2,2,6,2,2,2,3,2,1,1,4,80,1,2,29,42,374,569,74,125,153,217,70,126,0.29,0.42,3.74,5.69,0.74,1.25,1.53,2.17,0.7,1.26,5ccb9a7eac174f001808e30e,SixStateSample,1,,,1,0,1
R_11tOXR2Cndb9QC5,32.3046,-89.9622,1,,1,25,2.981,2.981,4.997,1,,,,,,,,,,,,,,,,,,,,4.094,45.436,48.383,6,2,2,,2,2,,2,2,,2,2,,2,2,,5,4,2,3,4,4,2,3,5,5,4,5,4,"2,4,5",2,2,1,2,1,1,2,5,2,2,1,5,80,3,4,29,39,351,585,70,115,129,222,78,113,0.29,0.39,3.51,5.85,0.7,1.15,1.29,2.22,0.78,1.13,66b809f9ad95900ad4430268,SixStateSample,1,,,1,1,1
R_5FgIlfOIEqNT4uB,38.0896,-85.8491,1,,1,18,3.52,3.52,6.029,1,1.281,20.869,21.97,4,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,4,1,1,4,4,4,5,4,"1,2,6",2,2,4,3,1,2,2,3,1,1,1,6,300,1,6,29,43,358,593,77,122,141,194,85,120,0.29,0.43,3.58,5.93,0.77,1.22,1.41,1.94,0.85,1.2,66b6db15c6d2de568db5b059,SixStateSample,1,,,1,0,1
R_5jfy8huKpt1SAj9,31.848,-81.602,1,,1,11,16.46,16.46,17.514,1,,,,,,,,,,,,,,,,,,,,0,0,54.654,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,5,1,7,5,2,5,5,3,"2,4,7",3,4,2,3,1,2,3,3,2,2,1,4,150,6,4,29,43,418,580,80,122,127,211,70,128,0.29,0.43,4.18,5.8,0.8,1.22,1.27,2.11,0.7,1.28,6616b7f2da2c64d9f9024019,RestOfUS,1,,,0,1,1
R_7My3EFCACVdSbg5,41.804,-87.707,1,,1,15,1.231,1.231,13.027,1,10.96,11.924,11.934,2,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,4,2,1,5,5,5,5,5,"4,5,7",3,4,4,5,1,5,5,3,1,15,2,8,120,1,6,30,41,363,620,85,128,157,215,73,120,0.3,0.41,3.63,6.2,0.85,1.28,1.57,2.15,0.73,1.2,65508fa67c2c79516f083504,RestOfUS,1,,,0,0,1
R_3Bgu5krVUyIprgd,38.2081,-91.1604,1,,1,26,3.016,3.016,19.919,1,20.694,31.649,32.391,2,1,,2,1,,2,1,,2,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,4,5,2,4,4,5,2,1,5,5,4,5,2,"3,4,7",3,3,3,5,1,3,4,3,2,1,1,4,60,1,3,27,39,421,634,84,119,142,216,80,130,0.27,0.39,4.21,6.34,0.84,1.19,1.42,2.16,0.8,1.3,664fe73799ed5e3346ab1b37,SixStateSample,1,,,1,0,1
R_3UVrZ6KRhmEFFhV,30.3634,-88.558,1,,1,25,0,0,3.046,0,,,,,,,,,,,,,,,,,,,,1.139,23.327,23.975,5,1,,2,1,,2,1,,2,1,,2,1,,2,4,4,2,3,3,3,2,2,5,4,4,5,5,"1,4,5",1,1,1,2,1,1,1,3,2,2,1,11,150,4,5,30,38,356,602,88,116,154,226,79,128,0.3,0.38,3.56,6.02,0.88,1.16,1.54,2.26,0.79,1.28,6703f4591cc741a1f0f5331d,SixStateSample,1,,,1,1,1
R_1gQ59PzXIFJHlux,38.8054,-104.7408,1,,1,6,1.329,1.329,4.194,1,,,,,,,,,,,,,,,,,,,,2.014,18.646,41.953,4,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,4,4,5,1,7,5,5,4,5,4,"1,4,7",2,3,4,3,1,2,3,6,2,"3,15",5,1,100,1,6,28,40,371,610,70,110,138,206,80,117,0.28,0.4,3.71,6.1,0.7,1.1,1.38,2.06,0.8,1.17,6695ed6911114fdb8557b2d6,RestOfUS,1,,,0,1,1
R_7U60M1yiggMxnOT,33.8697,-118.3693,1,,1,5,0,0,4.659,0,0,0,134.699,0,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,3,3,2,4,4,4,2,7,3,4,3,5,3,"2,4,5",5,4,3,6,3,3,2,3,1,15,2,7,200,1,2,23,39,351,628,78,116,146,226,83,114,0.23,0.39,3.51,6.28,0.78,1.16,1.46,2.26,0.83,1.14,64014c946836cff56fc1a22f,RestOfUS,1,,,0,0,1
R_7hM4q0FGAGsVXU8,37.752,-87.1514,1,,1,18,0,0,26.099,0,,,,,,,,,,,,,,,,,,,,0,0,46.619,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,3,3,4,2,7,4,4,4,5,3,"4,5,7",2,2,2,3,1,1,2,5,2,1,5,11,200,1,1,29,36,435,629,82,112,129,213,87,129,0.29,0.36,4.35,6.29,0.82,1.12,1.29,2.13,0.87,1.29,60fe250b3984cfdf32c05860,SixStateSample,1,,,1,1,1
R_7sp5ToQhcbkU9s5,34.0648,-118.086,1,,1,5,0,0,5.083,0,0,0,14.397,0,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,2,1,4,4,3,5,4,"2,4,5",5,4,3,5,1,5,3,3,1,6,1,11,100,1,5,27,39,364,601,78,116,127,219,84,121,0.27,0.39,3.64,6.01,0.78,1.16,1.27,2.19,0.84,1.21,66c98e9118ab1e6641045ecd,RestOfUS,1,,,0,0,1
R_3oai5d7X8lzd4Zj,37.0259,-88.6008,1,,1,18,5.805,5.805,6.236,1,,,,,,,,,,,,,,,,,,,,51.927,51.927,52.331,1,1,,1,1,,1,1,,1,1,,1,1,,1,3,4,2,2,3,4,2,2,4,4,4,5,2,"4,5,7",5,4,2,5,1,3,3,5,2,1,1,11,300,1,4,28,40,399,568,88,130,142,195,82,111,0.28,0.4,3.99,5.68,0.88,1.3,1.42,1.95,0.82,1.11,65ee381df4583f5eca71ccb6,SixStateSample,1,,,1,1,1
R_5MSNCgRM95lvspr,35.3928,-97.5548,1,,1,34,4.581,4.581,22.343,1,,,,,,,,,,,,,,,,,,,,26.178,95.21,96.801,2,2,1,,2,1,,2,2,,2,1,,2,2,,4,4,2,3,3,4,1,2,4,4,4,5,3,"3,4,5",2,3,2,3,1,2,2,5,2,"1,2,3",1,2,125,1,4,27,39,420,583,81,118,141,218,84,117,0.27,0.39,4.2,5.83,0.81,1.18,1.41,2.18,0.84,1.17,65676c886b33366a4e2a6f70,RestOfUS,1,,,0,1,1
R_6c6JGisideNEfei,38.9091,-77.0203,1,,1,26,63.925,155.281,226.275,4,0,0,17.237,0,2,1,,2,2,,2,2,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,4,3,2,4,4,4,1,3,5,4,4,5,3,"3,4,5",2,2,2,3,1,2,2,3,1,1,1,7,25,1,7,30,38,419,584,77,129,146,208,71,126,0.3,0.38,4.19,5.84,0.77,1.29,1.46,2.08,0.71,1.26,66bf6ab25d76db9c95e01458,SixStateSample,1,,,1,0,1
R_7Vqlx0IgZ08FN4F,38.1405,-85.6936,1,,1,18,0,0,11.124,0,,,,,,,,,,,,,,,,,,,,0,0,21.664,0,1,,2,1,,2,1,,2,2,1,,1,,2,4,4,2,3,5,5,2,2,5,5,4,5,3,"4,5,6",2,2,4,6,1,1,1,6,2,1,1,6,100,1,2,30,42,374,573,87,116,153,199,73,121,0.3,0.42,3.74,5.73,0.87,1.16,1.53,1.99,0.73,1.21,5f7236d6e51f1e13b213c424,SixStateSample,1,,,1,1,1
R_52GnbWX9ExC4vXo,29.8639,-90.1067,1,,1,19,0,0,7.418,0,0,0,117.17,0,2,2,,2,1,,2,2,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,4,3,4,1,2,5,5,5,5,5,"4,5,6",2,2,2,3,4,1,1,4,2,1,1,8,100,1,1,27,38,376,614,76,120,150,226,80,114,0.27,0.38,3.76,6.14,0.76,1.2,1.5,2.26,0.8,1.14,5c919a87707ed900018591e3,SixStateSample,1,,,1,0,1
R_68neiP78LrimBK9,30.1713,-93.2244,1,,1,19,0,0,6.667,0,0,0,17.735,0,2,2,,2,2,,2,1,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,1,2,4,4,4,5,3,"4,5,6",3,4,3,6,1,2,2,5,1,1,1,11,200,1,4,24,36,435,582,83,114,141,215,75,111,0.24,0.36,4.35,5.82,0.83,1.14,1.41,2.15,0.75,1.11,66b292dbd488481b03beb3f7,SixStateSample,1,,,1,0,1
R_1EFZm2gLJXqhvGb,36.5809,-82.2033,1,,1,44,0,0,25.025,0,,,,,,,,,,,,,,,,,,,,0,0,63.277,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,3,3,4,2,7,4,4,3,5,2,"1,4,7",5,4,4,5,1,5,5,8,1,1,1,6,200,1,6,28,37,359,564,79,130,157,218,88,114,0.28,0.37,3.59,5.64,0.79,1.3,1.57,2.18,0.88,1.14,65e605ebc3453b2312ea8426,SixStateSample,1,,,1,1,1
R_1q1mZG0iusfjVzX,30.0997,-91.9901,1,,1,19,1.511,2.89,3.875,2,,,,,,,,,,,,,,,,,,,,3.377,57.479,60.255,8,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,3,3,4,1,4,5,4,4,1,4,"1,2,4",3,2,2,6,1,1,2,4,2,2,1,7,100,3,1,28,37,368,640,86,130,152,210,90,119,0.28,0.37,3.68,6.4,0.86,1.3,1.52,2.1,0.9,1.19,663319ddbb3a83322caa7494,SixStateSample,1,,,1,1,
R_7UEchcUXf3r8xMt,39.0469,-77.4903,1,,1,18,33.645,33.645,38.954,1,,,,,,,,,,,,,,,,,,,,168.249,347.899,349.379,9,2,1,,2,2,,2,1,,2,1,,2,1,,5,5,2,5,5,5,1,7,4,4,4,5,4,"2,4,5",1,1,3,2,1,1,1,4,1,2,1,11,450,1,2,27,40,378,640,76,122,156,212,84,119,0.27,0.4,3.78,6.4,0.76,1.22,1.56,2.12,0.84,1.19,6677878aeb0f9e2e3f5fcc28,SixStateSample,1,,,1,1,1
R_3p1cXfCZGyXYRln,33.4475,-112.0866,1,,1,4,7.622,7.622,14.496,1,3.8,143.734,144.472,4,2,2,,2,1,,1,,1,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,5,4,2,4,3,4,1,4,5,4,4,5,3,"1,4,5",1,1,1,2,1,1,1,3,1,1,1,11,200,1,1,23,37,413,638,88,113,151,218,73,130,0.23,0.37,4.13,6.38,0.88,1.13,1.51,2.18,0.73,1.3,63403b47287756c1978d2985,SixStateSample,1,,,1,0,1
R_1urMu2QlcrDilWN,34.7346,-92.273,1,,1,4,23.987,171.672,183.011,5,,,,,,,,,,,,,,,,,,,,3.295,83.298,86.67,11,2,2,,2,2,,2,2,,1,,1,2,2,,5,5,2,4,3,5,1,3,5,5,5,5,4,"1,4,5",1,2,1,3,1,1,2,4,2,1,1,5,80,1,2,28,37,397,647,87,127,133,215,72,117,0.28,0.37,3.97,6.47,0.87,1.27,1.33,2.15,0.72,1.17,5de8873243e90d7f894dd8dc,SixStateSample,1,,,1,1,1
R_1KGQUCFA1eI8hjI,34.7448,-92.2883,1,,1,44,0,0,19.834,0,36.565,36.565,37.453,1,2,1,,2,1,,2,1,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,5,4,2,3,4,5,2,4,4,2,3,5,2,"1,4,5",3,2,4,4,2,2,2,5,2,1,1,7,100,1,6,24,42,418,560,82,110,131,199,75,129,0.24,0.42,4.18,5.6,0.82,1.1,1.31,1.99,0.75,1.29,66d8b1b165bdecdfeeff3f33,SixStateSample,1,,,1,0,1
R_3QSxpycVjdsGSZi,30.5095,-88.9735,1,,1,25,0,0,16.334,0,,,,,,,,,,,,,,,,,,,,0,0,43.275,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,3,2,3,3,4,1,2,4,4,4,5,4,"4,5,6",2,4,2,3,1,1,3,5,2,1,5,6,120,1,4,30,42,394,576,82,114,134,222,86,125,0.3,0.42,3.94,5.76,0.82,1.14,1.34,2.22,0.86,1.25,616f4e920ed4bf68c708dde3,SixStateSample,1,,,1,1,1
R_3kIAfUSOQtCrPaQ,28.5588,-81.3495,1,,1,10,0,0,9.52,0,0,0,15.102,0,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,7,5,4,4,5,2,"4,5,7",1,1,3,2,1,1,2,4,2,"1,7",1,12,120,1,1,27,40,441,609,85,124,142,212,84,122,0.27,0.4,4.41,6.09,0.85,1.24,1.42,2.12,0.84,1.22,66042748e1ffd84bc63b089e,RestOfUS,1,,,0,0,1
R_1dG606TNX1YX3AK,29.4213,-98.5313,1,,1,45,0,0,110.267,0,4.312,51.5,105.901,2,1,,2,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,2,2,4,2,5,5,3,"1,3,5",2,1,3,3,1,2,2,5,1,15,2,3,40,1,1,27,40,364,611,84,113,155,220,75,115,0.27,0.4,3.64,6.11,0.84,1.13,1.55,2.2,0.75,1.15,666638b232c1aaccb71e96bc,RestOfUS,1,,,0,0,
R_7IQWJ6eTpDd39kA,38.9592,-94.5961,1,,1,26,4.941,6.891,21.062,4,,,,,,,,,,,,,,,,,,,,4.127,45.375,46.561,16,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,3,3,3,4,1,2,4,4,4,5,3,"1,2,4",3,4,3,6,1,3,3,6,1,1,1,5,250,3,5,27,39,405,560,73,129,141,204,73,117,0.27,0.39,4.05,5.6,0.73,1.29,1.41,2.04,0.73,1.17,66c0e60b233afbef6783e91e,SixStateSample,1,,,1,1,
R_7GwckkABd3Cx6T9,38.8476,-77.3281,1,,1,48,2.565,12.325,14.935,3,,,,,,,,,,,,,,,,,,,,38.218,241.916,243.603,3,1,,2,1,,2,1,,2,1,,2,1,,2,5,5,2,4,4,5,1,2,3,4,4,5,4,"2,4,7",2,4,2,5,1,3,4,4,1,"1,10",1,5,150,1,4,27,36,429,616,89,116,128,196,87,124,0.27,0.36,4.29,6.16,0.89,1.16,1.28,1.96,0.87,1.24,5a8f13595292b80001235e09,RestOfUS,1,,,0,1,1
R_1rU7Q3c3FRzzLUQ,37.168,-93.3039,1,,1,26,1.426,1.426,15.9,1,1.342,1.342,25.778,1,2,2,,2,2,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,7,5,5,5,5,5,"1,3,4",3,4,4,6,3,3,5,7,2,1,1,7,150,3,4,26,38,404,646,83,117,127,211,80,116,0.26,0.38,4.04,6.46,0.83,1.17,1.27,2.11,0.8,1.16,6307a5e6e8a35c5eaeddb421,SixStateSample,1,,,1,0,1
R_74vdTVp73fYiirI,35.6096,-88.8143,1,,1,44,0,0,19.585,0,0,0,23.068,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,2,2,4,1,2,4,4,4,5,2,"4,5,7",4,4,4,6,3,4,4,7,2,1,1,4,100,1,6,28,43,372,627,85,123,154,220,83,116,0.28,0.43,3.72,6.27,0.85,1.23,1.54,2.2,0.83,1.16,6670e1c88455e28fb70b0ff7,SixStateSample,1,,,1,0,1
R_7BCoR1WAvVqpW4V,41.946,-87.7033,1,,1,14,0,0,13.054,0,0,0,35.452,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,2,4,4,1,1,5,5,5,5,2,"3,4,5",2,2,1,3,1,1,2,5,2,2,1,5,50,1,5,25,40,443,620,77,125,135,210,85,120,0.25,0.4,4.43,6.2,0.77,1.25,1.35,2.1,0.85,1.2,655e0b2c5ca089384a828fbf,RestOfUS,1,,,1,0,1
R_64w0afIdm74i6F3,33.491,-112.2491,1,,1,6,0,0,55.91,0,,,,,,,,,,,,,,,,,,,,0,0,97.593,0,2,2,,2,2,,2,2,,2,1,,2,2,,5,4,2,4,5,5,1,7,5,5,5,5,5,"1,3,5",2,3,4,2,1,3,5,6,1,"1,6,15",2,2,60,1,4,26,36,381,579,77,122,143,224,88,125,0.26,0.36,3.81,5.79,0.77,1.22,1.43,2.24,0.88,1.25,6668d0285bed676ff3ddbb19,RestOfUS,1,,,0,1,1
R_5YN1r9ivlKAtBaV,33.2946,-83.966,0.899999976,,1,11,0,0,9.708,0,,,,,,,,,,,,,,,,,,,,0,0,48.354,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,3,3,4,2,1,5,5,3,5,4,"2,4,5",2,2,2,3,3,1,1,3,2,1,1,11,100,1,6,29,41,444,646,71,115,131,211,86,119,0.29,0.41,4.44,6.46,0.71,1.15,1.31,2.11,0.86,1.19,5ccf9a2828b5a8000116ec77,RestOfUS,1,,,0,1,1
R_3UfQfpGOEOBV94J,36.3066,-86.6101,1,,1,44,0,0,5.839,0,,,,,,,,,,,,,,,,,,,,260.45,260.45,354.996,1,1,,2,1,,2,1,,2,1,,2,1,,2,4,4,2,4,4,4,2,1,4,4,3,5,3,"1,2,3",5,4,4,5,1,5,5,6,1,1,1,5,100,1,6,28,38,392,602,83,125,134,216,70,115,0.28,0.38,3.92,6.02,0.83,1.25,1.34,2.16,0.7,1.15,600c167e28de48080e812884,SixStateSample,1,,,1,1,1
R_1gcjhtLnTBzFCA1,38.1405,-85.6936,1,,1,18,0,0,44.047,0,0,0,53.833,0,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,1,1,4,4,4,5,4,"3,4,6",2,2,2,3,2,1,2,3,2,1,1,5,200,1,3,27,42,397,633,90,115,155,222,72,124,0.27,0.42,3.97,6.33,0.9,1.15,1.55,2.22,0.72,1.24,59cf062758b71700019882d4,SixStateSample,1,,,1,0,1
R_3GZvTGOw0ti07gi,29.7978,-90.8097,1,,1,19,1.043,31.215,33.082,26,1.321,52.182,53.159,38,2,2,,2,2,,1,,1,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,1,2,4,4,4,5,3,"1,2,3",3,2,2,3,1,1,1,3,1,3,1,7,150,2,4,23,41,379,566,86,124,124,203,78,111,0.23,0.41,3.79,5.66,0.86,1.24,1.24,2.03,0.78,1.11,66bf43f8a5375a518f3b26c4,SixStateSample,1,,,1,0,1
