duration,ResponseId,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q102_6,Q102_7,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,maters_l,maters_h,rice_l,rice_h,taters_l,taters_h,corn_low,corn_high,melon_low,melon_high,maters_low,maters_high,rice_low,rice_high,taters_low,taters_high,full_launch,gc,term,target_state,black,attention
1025,R_5MSNCgRM95lvspr,North Carolina,4.581,4.581,22.343,1,,,,,26.178,95.21,96.801,2,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Female,White,Black or African American,American Indian or Alaska Native,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",125,Supermarket,Neutral,27,39,420,583,81,118,141,218,84,117,0.27,0.39,4.2,5.83,0.81,1.18,1.41,2.18,0.84,1.17,1,,,0,1,1
686,R_6c6JGisideNEfei,Missouri,63.925,155.281,226.275,4,0,0,17.237,0,,,,,Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,21-30%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",25,Supermarket,Extremely Conservative,30,38,419,584,77,129,146,208,71,126,0.3,0.38,4.19,5.84,0.77,1.29,1.46,2.08,0.71,1.26,1,,,1,0,1
338,R_7Vqlx0IgZ08FN4F,Kentucky,0,0,11.124,0,,,,,0,0,21.664,0,Agree,Agree,Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,11-20%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,Sold by a socially responsible compmany,,Somewhat responsible,Somewhat influences,Not familiar at all,Neutral,"Yes, I understand the difference",Very important,Very important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",100,Supermarket,Moderately Liberal,30,42,374,573,87,116,153,199,73,121,0.3,0.42,3.74,5.73,0.87,1.16,1.53,1.99,0.73,1.21,1,,,1,1,1
392,R_52GnbWX9ExC4vXo,Louisiana,0,0,7.418,0,0,0,117.17,0,,,,,Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,Price,Healthiness,Sold by a socially responsible compmany,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,I'm not sure,Very important,Very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket,Extremely Liberal,27,38,376,614,76,120,150,226,80,114,0.27,0.38,3.76,6.14,0.76,1.2,1.5,2.26,0.8,1.14,1,,,1,0,1
343,R_68neiP78LrimBK9,Louisiana,0,0,6.667,0,0,0,17.735,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,Sold by a socially responsible compmany,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Neutral,24,36,435,582,83,114,141,215,75,111,0.24,0.36,4.35,5.82,0.83,1.14,1.41,2.15,0.75,1.11,1,,,1,0,1
628,R_1EFZm2gLJXqhvGb,Tennessee,0,0,25.025,0,,,,,0,0,63.277,0,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Disagree,Locally grown,,,Price,,,Widely available/ convenient,Not responsible at all,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Supermarket,Moderately Conservative,28,37,359,564,79,130,157,218,88,114,0.28,0.37,3.59,5.64,0.79,1.3,1.57,2.18,0.88,1.14,1,,,1,1,1
565,R_1q1mZG0iusfjVzX,Louisiana,1.511,2.89,3.875,2,,,,,3.377,57.479,60.255,8,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,31-40%,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Locally grown,Organically grown,,Price,,,,Neutral,Somewhat influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Farmers Market,Extremely Liberal,28,37,368,640,86,130,152,210,90,119,0.28,0.37,3.68,6.4,0.86,1.3,1.52,2.1,0.9,1.19,1,,,1,1,
1503,R_7UEchcUXf3r8xMt,Kentucky,33.645,33.645,38.954,1,,,,,168.249,347.899,349.379,9,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Very responsible,Greatly influences,Slightly familiar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",450,Supermarket,Moderately Liberal,27,40,378,640,76,122,156,212,84,119,0.27,0.4,3.78,6.4,0.76,1.22,1.56,2.12,0.84,1.19,1,,,1,1,1
362,R_3p1cXfCZGyXYRln,Arkansas,7.622,7.622,14.496,1,3.8,143.734,144.472,4,,,,,Strongly Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,People outside of your race in your local community,31-40%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Extremely Liberal,23,37,413,638,88,113,151,218,73,130,0.23,0.37,4.13,6.38,0.88,1.13,1.51,2.18,0.73,1.3,1,,,1,0,1
1419,R_1urMu2QlcrDilWN,Arkansas,23.987,171.672,183.011,5,,,,,3.295,83.298,86.67,11,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,,Price,Healthiness,,,Very responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",80,Supermarket,Moderately Liberal,28,37,397,647,87,127,133,215,72,117,0.28,0.37,3.97,6.47,0.87,1.27,1.33,2.15,0.72,1.17,1,,,1,1,1
537,R_1KGQUCFA1eI8hjI,Tennessee,0,0,19.834,0,36.565,36.565,37.453,1,,,,,Strongly Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Within your race but outside of your local community,31-40%,Agree,Disagree,Neither Agree or Disagree,Strongly Agree,Disagree,Locally grown,,,Price,Healthiness,,,Neutral,Somewhat influences,Not familiar at all,Not very important,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Supermarket,Moderately Conservative,24,42,418,560,82,110,131,199,75,129,0.24,0.42,4.18,5.6,0.82,1.1,1.31,1.99,0.75,1.29,1,,,1,0,1
316,R_3QSxpycVjdsGSZi,Mississippi,0,0,16.334,0,,,,,0,0,43.275,0,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,Sold by a socially responsible compmany,,Somewhat responsible,Does not influence,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$50,000 - $59,999",120,Supermarket,Neutral,30,42,394,576,82,114,134,222,86,125,0.3,0.42,3.94,5.76,0.82,1.14,1.34,2.22,0.86,1.25,1,,,1,1,1
322,R_3kIAfUSOQtCrPaQ,Florida,0,0,9.52,0,0,0,15.102,0,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Very responsible,Greatly influences,Slightly familiar,Very important,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,White,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",120,Supermarket,Extremely Liberal,27,40,441,609,85,124,142,212,84,122,0.27,0.4,4.41,6.09,0.85,1.24,1.42,2.12,0.84,1.22,1,,,0,0,1
1294,R_1dG606TNX1YX3AK,Texas,0,0,110.267,0,4.312,51.5,105.901,2,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Within your race but outside of your local community,11-20%,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Greatly influences,Slightly familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Male,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",40,Supermarket,Extremely Liberal,27,40,364,611,84,113,155,220,75,115,0.27,0.4,3.64,6.11,0.84,1.13,1.55,2.2,0.75,1.15,1,,,0,0,
680,R_7IQWJ6eTpDd39kA,Missouri,4.941,6.891,21.062,4,,,,,4.127,45.375,46.561,16,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,Price,,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Neutral,Neutral,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",250,Farmers Market,Slightly Conservative,27,39,405,560,73,129,141,204,73,117,0.27,0.39,4.05,5.6,0.73,1.29,1.41,2.04,0.73,1.17,1,,,1,1,
857,R_7GwckkABd3Cx6T9,Virginia,2.565,12.325,14.935,3,,,,,38.218,241.916,243.603,3,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,11-20%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Agree,,Organically grown,,Price,,,Widely available/ convenient,Somewhat responsible,Does not influence,Somewhat familiar,Not important at all,"Yes, I understand the difference",Neutral,Not very important,35 - 44,Male,White,,,,,,,,,Vietnamese,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",150,Supermarket,Neutral,27,36,429,616,89,116,128,196,87,124,0.27,0.36,4.29,6.16,0.89,1.16,1.28,1.96,0.87,1.24,1,,,0,1,1
337,R_1rU7Q3c3FRzzLUQ,Missouri,1.426,1.426,15.9,1,1.342,1.342,25.778,1,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,Price,,,,Neutral,Does not influence,Not familiar at all,Neutral,"No, I believe they are the same",Neutral,Not important at all,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",150,Farmers Market,Neutral,26,38,404,646,83,117,127,211,80,116,0.26,0.38,4.04,6.46,0.83,1.17,1.27,2.11,0.8,1.16,1,,,1,0,1
651,R_74vdTVp73fYiirI,Tennessee,0,0,19.585,0,0,0,23.068,0,,,,,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not very responsible,Does not influence,Not familiar at all,Neutral,"No, I believe they are the same",Not very important,Not very important,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",100,Supermarket,Moderately Conservative,28,43,372,627,85,123,154,220,83,116,0.28,0.43,3.72,6.27,0.85,1.23,1.54,2.2,0.83,1.16,1,,,1,0,1
400,R_7BCoR1WAvVqpW4V,Illinois,0,0,13.054,0,0,0,35.452,0,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,People outside of your race in your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",50,Supermarket,Slightly Conservative,25,40,443,620,77,125,135,210,85,120,0.25,0.4,4.43,6.2,0.77,1.25,1.35,2.1,0.85,1.2,1,,,1,0,1
844,R_64w0afIdm74i6F3,Colorado,0,0,55.91,0,,,,,0,0,97.593,0,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Slightly influences,Not familiar at all,Very important,"Yes, I understand the difference",Neutral,Not important at all,55 - 64,Male,White,,,,,Chinese,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$10,000 - $19,999",60,Supermarket,Neutral,26,36,381,579,77,122,143,224,88,125,0.26,0.36,3.81,5.79,0.77,1.22,1.43,2.24,0.88,1.25,1,,,0,1,1
660,R_5YN1r9ivlKAtBaV,Georgia,0,0,9.708,0,,,,,0,0,48.354,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"No, I believe they are the same",Very important,Very important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket,Moderately Conservative,29,41,444,646,71,115,131,211,86,119,0.29,0.41,4.44,6.46,0.71,1.15,1.31,2.11,0.86,1.19,1,,,0,1,1
702,R_3UfQfpGOEOBV94J,Tennessee,0,0,5.839,0,,,,,260.45,260.45,354.996,1,Agree,Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,Supports the local economy,,,,,Not responsible at all,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",100,Supermarket,Moderately Conservative,28,38,392,602,83,125,134,216,70,115,0.28,0.38,3.92,6.02,0.83,1.25,1.34,2.16,0.7,1.15,1,,,1,1,1
1222,R_1gcjhtLnTBzFCA1,Kentucky,0,0,44.047,0,0,0,53.833,0,,,,,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Agree,,,Supports the local economy,Price,,Sold by a socially responsible compmany,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, but I'm unsure of the difference",Very important,Somewhat important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",200,Supermarket,Slightly Liberal,27,42,397,633,90,115,155,222,72,124,0.27,0.42,3.97,6.33,0.9,1.15,1.55,2.22,0.72,1.24,1,,,1,0,1
601,R_3GZvTGOw0ti07gi,Louisiana,1.043,31.215,33.082,26,1.321,52.182,53.159,38,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,Supports the local economy,,,,,Neutral,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Very important,25 - 34,Male,,,American Indian or Alaska Native,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",150,Health/Natural Food Store,Neutral,23,41,379,566,86,124,124,203,78,111,0.23,0.41,3.79,5.66,0.86,1.24,1.24,2.03,0.78,1.11,1,,,1,0,1
1149,R_5qs2nc2xoCN3ro6,Tennessee,0,0,3.87,0,,,,,0,0,209.103,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,Organically grown,,Price,,,,Somewhat responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",150,Supermarket,Moderately Liberal,23,42,416,589,76,117,157,211,85,126,0.23,0.42,4.16,5.89,0.76,1.17,1.57,2.11,0.85,1.26,1,,,1,1,1
265,R_1L85Oh5oyANLMM2,Kentucky,0,0,25.823,0,11.235,11.235,12.137,1,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,Supports the local economy,,,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, but I'm unsure of the difference",Very important,Very important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",120,Food Co-op,Neutral,23,41,427,635,86,116,132,195,71,125,0.23,0.41,4.27,6.35,0.86,1.16,1.32,1.95,0.71,1.25,1,,,1,0,1
359,R_1oEA82SXBfYRGpa,New Jersey,0,0,10.303,0,,,,,0,0,98.211,0,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Non-binary / transgender,,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$70,000 - $79,999",175,Farmers Market,Slightly Conservative,29,39,413,638,81,110,129,196,74,125,0.29,0.39,4.13,6.38,0.81,1.1,1.29,1.96,0.74,1.25,1,,,0,1,1
656,R_6G6ce5CEjynEhHP,Missouri,0,0,22.445,0,11.149,11.149,22.667,1,,,,,Agree,Neither Agree or Disagree,Disagree,Disagree,Disagree,Disagree,People outside of your race in your local community,0-5%,Agree,Disagree,Disagree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Not responsible at all,Slightly influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Not very important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",100,Supermarket,Neutral,27,41,404,594,74,112,142,227,80,125,0.27,0.41,4.04,5.94,0.74,1.12,1.42,2.27,0.8,1.25,1,,,1,0,1
369,R_18Exw6qjLv7HhIJ,Missouri,12.528,12.528,14.93,1,,,,,1.525,21.935,37.938,9,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,21-30%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, but I'm unsure of the difference",Very important,Somewhat important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket,Slightly Liberal,28,38,352,617,90,119,129,228,71,110,0.28,0.38,3.52,6.17,0.9,1.19,1.29,2.28,0.71,1.1,1,,,1,1,1
1264,R_3L3zhpF44EOuPLP,Texas,0,0,11.468,0,,,,,4.51,4.51,665.183,1,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Within your race but outside of your local community,6-10%,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Not very important,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",100,Supermarket,Slightly Liberal,23,36,416,578,75,117,158,205,78,126,0.23,0.36,4.16,5.78,0.75,1.17,1.58,2.05,0.78,1.26,1,,,0,1,1
547,R_6gL5bJIuTkBjl7t,Tennessee,0,0,18.345,0,0,0,50.942,0,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,31-40%,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,,,Widely available/ convenient,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Neutral,Neutral,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",150,Supermarket,Neutral,24,43,388,607,85,130,125,197,77,124,0.24,0.43,3.88,6.07,0.85,1.3,1.25,1.97,0.77,1.24,1,,,1,0,1
907,R_5cd21jQ6LgRP31e,Arizona,39.181,44.996,86.985,2,2.479,114.719,120.35,3,,,,,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket,Moderately Liberal,24,38,358,647,84,117,138,216,77,120,0.24,0.38,3.58,6.47,0.84,1.17,1.38,2.16,0.77,1.2,1,,,0,0,1
433,R_6hK4A9AjulBuvOV,Mississippi,2.048,5.431,13.948,7,,,,,4.999,36.626,41.092,33,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,People outside of your race in your local community,11-20%,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Somewhat responsible,Does not influence,Somewhat familiar,Somewhat important,"No, I believe they are the same",Very important,Very important,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",240,Farmers Market,Moderately Conservative,28,37,394,598,76,113,140,223,75,112,0.28,0.37,3.94,5.98,0.76,1.13,1.4,2.23,0.75,1.12,1,,,1,1,1
450,R_5PCcdgyrtzUyqOZ,Pennsylvania,0,0,21.176,0,0,0,11.401,0,,,,,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,People outside of your race in your local community,41-50%,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket,Slightly Conservative,24,37,411,615,78,124,124,203,77,115,0.24,0.37,4.11,6.15,0.78,1.24,1.24,2.03,0.77,1.15,1,,,0,0,1
560,R_3eR1GlO642IzesK,Tennessee,0,0,46.929,0,,,,,0,0,90.285,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,31-40%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,,Price,Healthiness,,,Neutral,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",250,Supermarket,Moderately Conservative,27,42,401,579,76,113,136,217,86,114,0.27,0.42,4.01,5.79,0.76,1.13,1.36,2.17,0.86,1.14,1,,,1,1,1
283,R_6s4hA374aivC7XM,Missouri,1.429,2.169,3.529,2,,,,,1.419,28.56,31.532,12,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,,Price,Healthiness,,,Somewhat responsible,Does not influence,Somewhat familiar,Neutral,"Yes, I understand the difference",Very important,Somewhat important,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Supermarket,Extremely Liberal,23,36,446,645,90,129,126,214,71,112,0.23,0.36,4.46,6.45,0.9,1.29,1.26,2.14,0.71,1.12,1,,,1,1,1
