duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
278,R_10xhhd6ngBHDjae,Arkansas,,,,Tomatoes ,Potatoes,Potatoes ,Agree,Neutral,Agree,,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,9,Trust,Trust,Trust,Trust,Trust,Trust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",6,Protestant,225,56,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
251,R_ufzEy7K9IZqiOIx,Tennessee,,,Greene,Tomatoes corn ,Pumpkin,Potatoes ,Strongly Agree,Strongly Agree,Strongly Agree,,Blackberries,Ramps,,,,,Mushrooms,Sassafras,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,,Wild Herbs,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Strongly Distrust,Strongly Distrust,Trust,Trust,Strongly Distrust,Trust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,None of the above or other,242,161,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)"
598,R_2Y9WX8bQ6KXigAK,Arkansas,,,,Tomatoes,Rice,Potatoes ,Agree,Agree,Neutral,Pecans,Blackberries,,Muscadine Grapes,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,Social Media,,,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,8,Neutral,Trust,Trust,Neutral,Distrust,Distrust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",7,Protestant,150,119,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
205,R_33vFQB5jEj620a0,Arkansas,,,,Corn,Soybeans ,Potatoes ,Agree,Agree,Agree,Pecans,Blackberries,Ramps,,,,Persimmons,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,6,Trust,Trust,Trust,Trust,Neutral,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",6,Protestant,101,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
791,R_30629J5gM0Tgq5c,Tennessee,,,Sumner,Chicken steak ,Steak,Potatoes ,Strongly Agree,Disagree,Agree,,,,,Pawpaws,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,Cattails,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",Social Media,,,,,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,8,Trust,Neutral,Trust,Neutral,Neutral,Neutral,18 - 24,Female,,Black or African American,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",1,Buddhist,175,107,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,Discount store (e.g. Dollar Store; Aldi)
284,R_3hyy5oj3IGhFPCe,Missouri,,,,Corn,Tomatoes ,Potatoes ,Agree,Agree,Agree,Pecans,,,,,,,Mushrooms,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,Social Media,,Friends or Family,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,3,Neutral,Trust,Distrust,Neutral,Distrust,Distrust,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",3,Not religious,74,101,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
317,R_12bt0ySHg7uwbMc,Tennessee,,,Rutherford,"pizza, burgers, chicken",tomatoes ,potatoes ,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),never heard of it,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,10,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",2,Not religious,21,38,,,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
169,R_29nx3yOWxem9FhM,Arkansas,,,,Corn and rice,Wheat,Potatoes ,Agree,Agree,Agree,,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,3,Trust,Trust,Trust,Trust,Distrust,Strongly Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,Catholic,72,34,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)","Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
532,R_1Ce8bOelNUaRKqN,Mississippi,,Sunflower,,"Soybeans, corn",Soybeans and corn and catfish,potatoes and rice and wheat,Strongly Agree,Agree,Strongly Agree,Pecans,Blackberries,,,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Only what I just read in this survey,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,7,Strongly Trust,Trust,Strongly Trust,Neutral,Neutral,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,Protestant,125,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
389,R_2YQVIIvLfoRUYqa,Tennessee,,,Shelby,Barbeque,Barbeque,"Potatoes
SQUASH ",Strongly Agree,Agree,Strongly Agree,Pecans,,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,3,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",3,None of the above or other,204,116,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
281,R_uxCuBdA4vGHZSGR,Tennessee,,,Weakley,"Potatoes, squash ,beans, corn, peas, apricots, ","Potatoes, squash ,beans, corn, peas","Potatoes, squash ,beans, corn, peas",Agree,Agree,Agree,Pecans,Blackberries,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,News/Media,,Social Media,,,,,Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,10,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",1,None of the above or other,153,152,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
225,R_3iyeio3nTxcV9si,Tennessee,,,White,Rice,Beans,Potatos,Agree,Agree,Agree,,,,,Pawpaws,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,Community Programs or Workshops,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Neutral,Trust,Trust,Trust,Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Muslim,102,112,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
195,R_3hnCEpEFjtrOp9f,Louisiana,Caddo,,,gumbo,mississippi mud pie ,potatos,Strongly Disagree,Agree,Disagree,Pecans,Blackberries,,Muscadine Grapes,Pawpaws,,Persimmons,Mushrooms,,,Wild Nuts,Cattails,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,,Social Media,,,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,Seeking medical advice or consultation about prevention,,,5,Neutral,Neutral,Strongly Distrust,Strongly Distrust,Neutral,Strongly Distrust,25 - 34,Female,White,Black or African American,,Asian Indian,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$80,000 - $89,999",5,Catholic,121,89,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
250,R_2rDd4fG0HZzXHhv,Louisiana,Caddo,,,Corn,Wheat,Potatos,Disagree,Disagree,Disagree,,Blackberries,,,,,,,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,,,,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,4,Neutral,Trust,Trust,Trust,Neutral,Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$50,000 - $59,999",8,Catholic,101,49,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
208,R_1NhrDSM9fRsNK7e,Tennessee,,,Davidson,Bacon,Wheat,"Pringles
",Neutral,Neutral,Neutral,,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),,Neutral,Using insect repellent when outdoors,,,,,,,2,Neutral,Trust,Trust,Neutral,Neutral,Distrust,18 - 24,Female,,,,,,,,,Korean,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Jewish,180,132,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
453,R_esWoe6fk7Y1xfkB,Tennessee,,,Bradley,"Pasta, spaghetti, cheesecake.","Cake, cupcakes, sodas.",Probably more sprite because clearly when I go to stores I don't see sprite.,Neutral,Neutral,Neutral,Pecans,Blackberries,,,Pawpaws,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,Cattails,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Neutral,Trust,Trust,Neutral,Trust,Distrust,25 - 34,Female,,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$30,000 - $39,999",3,None of the above or other,67,41,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
355,R_7V4fQEd6kfuZRvj,Arkansas,,,,Chicken ,Vegetables ,Produce ,Disagree,Disagree,Disagree,,Blackberries,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,5,Trust,Trust,Trust,Trust,Neutral,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$40,000 - $49,999",3,Not religious,125,31,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
307,R_2ClWYZTT61PWsXZ,Missouri,,,,BBQ,"toasted ravioli,",provel cheese,Agree,Neutral,Strongly Agree,,,,,Pawpaws,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,Seeking medical advice or consultation about prevention,,,10,Strongly Trust,Trust,Trust,Strongly Trust,Trust,Strongly Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Muslim,82,141,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
467,R_2ZQhvScwRijVFWf,Tennessee,,,Washington,"The most known must be Pulled pork, is really good.",I would say hte seafood and also the Missisipi mud pie,Pulled pork sandwich and maybe MacnCheese,Agree,Neutral,Strongly Agree,Pecans,Blackberries,,,Pawpaws,,,Mushrooms,,,Wild Nuts,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,,,,,,,5,Trust,Strongly Trust,Neutral,Trust,Trust,Neutral,18 - 24,Male,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$70,000 - $79,999",4,Atheist/Agnostic,74,92,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)"
400,R_1ieTRiVx5QGLavl,Louisiana,Caldwell,,,Coller green ,Chicken ,Pumpkin and dragon fruit ,Agree,Agree,Neutral,Pecans,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"No, I have never heard of this before.",,News/Media,,,,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Distrust,Distrust,Neutral,Distrust,Distrust,Distrust,25 - 34,Female,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$30,000 - $39,999",5,Catholic,200,50,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
158,R_2PbYtZruzOdH0j8,Mississippi,,Jackson,,Corn,Tomatoes ,Pumpkins ,Strongly Disagree,Neutral,Neutral,,,Ramps,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"Yes, I had heard of Alpha-gal syndrome.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Distrust,Neutral,Trust,Neutral,Neutral,Trust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",5,Not religious,133,106,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
296,R_27OPWzuwHSaFzlZ,Missouri,,,,Beef,Soybeans,Quinoa ,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Distrust,Neutral,Neutral,Distrust,Distrust,Strongly Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",2,Not religious,150,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
344,R_OI5yWWTacpDFTeV,Tennessee,,,Knox,Burgers hotdogs and steak,Tacos corn on the cob,Race and corn,Neutral,Disagree,Agree,,Blackberries,,Muscadine Grapes,,Mayhaw,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,Social Media,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Strongly Trust,Trust,Neutral,Neutral,Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Catholic,108,86,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
262,R_1LqesyKTWLZMPgb,Arkansas,,,,Mushrooms ,5,Ramps ,Strongly Agree,Agree,Strongly Agree,Pecans,Blackberries,Ramps,Muscadine Grapes,Pawpaws,,Persimmons,Mushrooms,Sassafras,,,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,Community Programs or Workshops,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Protestant,214,222,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
514,R_23Tzt6ZkzoeMlxf,Louisiana,St Tammany,,,Creole tomatoes.,Oranges or peaches,Red potatoes,Neutral,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Somewhat Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Neutral,Trust,Neutral,Trust,Neutral,Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",3,Catholic,150,25,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
279,R_elf7qoqfDOc7OBX,Louisiana,Orleans,,,Alligator ,Crawfish ,Redfish,Neutral,Neutral,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,Friends or Family,,,Not Very Concerned,,,,,Seeking medical advice or consultation about prevention,,,5,Trust,Neutral,Trust,Trust,Neutral,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",1,Not religious,70,34,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
171,R_1pJQnokE2ogUx2R,Arkansas,,,,Rice ,Beans ,Rice,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,Ramps,,,,,,,,,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,,,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,Seeking medical advice or consultation about prevention,,,10,Strongly Trust,Strongly Trust,Strongly Trust,Trust,Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","More than $150,000",10,Orthodox (such as Greek or Russian Orthodox),100,99,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
162,R_1fdY1GpvAA9hRHz,Louisiana,Caldwell,,,Cake,Biscuit ,Rice,Neutral,Neutral,Neutral,Pecans,,,,,,,,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,45 - 54,Male,,,American Indian or Alaska Native,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",4,Catholic,97,6,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
