Duration (in seconds),LocationLatitude,LocationLongitude,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33,Q15,Q16,Q16_7_TEXT,Q17,Q18,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65234fa3-9b68-ca73-bcd6-d1a3d41f69b5,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
40,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652350bf-b0a5-d1e8-ba87-2798a03e2f38,41868610,H,,,,,,40,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235187-49ed-7d7f-9d71-077dc83cc708,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
76,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652351e5-7b65-5261-cac1-6ced7c4f6a08,41868610,H,,,,,,76,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652352a3-13dc-8414-5e80-af107b15c912,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523549b-0568-72ea-c1b9-e034db3a06d0,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
74,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235456-6c44-ccb1-c5d6-6b2f984f885b,41868610,H,,,,,,74,anonymous,Value will be set from Panel or URL,on,
56,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652354c8-15ed-871e-02db-a43869c66db9,41868610,H,,,,,,56,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235599-ccc0-4635-036a-77ff4d7e34b2,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
19,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235759-44a2-8607-cf3d-ed3411260491,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652357b8-bbce-a82c-d9ca-547fd471722e,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235811-5b3c-5eaa-fa03-d438ebc2b8a1,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652358a7-f2cf-20ea-eb96-a93a692c34dd,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
193,35.8437,-86.3881,8,,,75,corn,"corn, beans",catfish,4,4,3,30,3,4,,4,"1,3",,6,4,4,4,4,3,2,4,1,1,1,11,2,10,150,150,"4,5,7",4,Qual29638-0912-ConsumersStudy[BA],1,,65235a85-80fc-ffa4-9e4f-f00c35b63496,41868610,H,1338,,,,,193,anonymous,Value will be set from Panel or URL,on,White
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65235c5b-c8a7-a630-5474-067dbbe8c63b,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
229,35.2296,-80.843,8,,,59,Steak,Catfish ,None,1,1,1,30,3,1,,4,4,,7,1,1,1,1,1,1,5,1,1,1,1,4,9,104,121,4,4,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0EU9MNhUrXBIWsf5TJc0ni,29,,229,anonymous,Value will be set from Panel or URL,on,White
172,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523609a-dd8f-faa5-aeb2-048eafc86096,41868610,H,,,,,,172,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523621d-0e57-4e8a-9766-97e93fc721d5,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236294-7893-666f-3bb0-516e74abafb6,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652362fb-0779-179a-c87f-dbf4ce7d2dab,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652364d4-89c2-3c56-1599-9df3c44173fa,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652364fc-9aaf-5ad3-0eb9-2bc443f4ba95,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236602-e25b-b639-946d-740285a0a4ee,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652365f2-b4ee-b4bf-e764-734a5a68c54b,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236638-9716-501b-9398-fc59af71af4a,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523667c-b544-8d19-5773-64befc689da7,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652367b5-e811-e76e-4de2-b97291aee160,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
52,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652367c4-0d22-28b1-d0e7-c11a45c5ec99,41868610,H,,,,,,52,anonymous,Value will be set from Panel or URL,on,
66,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236847-695e-de4a-9f86-21881b2d8ab0,41868610,H,,,,,,66,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523694a-d05e-5641-71df-0e3d0c078c95,41868610,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652369f2-c9d5-567a-97cd-c5571112b425,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236c57-c66e-8e17-37d6-d339a17ba5da,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
108,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236bd9-3d75-86c9-2600-8be55d2fa27f,41868610,H,,,,,,108,anonymous,Value will be set from Panel or URL,on,
64,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236c39-1d91-019b-0fd5-825316e14982,41868610,H,,,,,,64,anonymous,Value will be set from Panel or URL,on,
268,29.9734,-90.0885,5,36,,,Beignet,Seafood,Jambalaya,1,4,4,30,1,2,,2,2,,5,3,3,4,4,4,4,4,1,2,1,7,6,1,97,77,"4,5,10",4,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6OQLK7j47wFhFCEQub9bJb,29,,268,anonymous,Value will be set from Panel or URL,on,Black/AA
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236e2b-d24a-f82c-301f-58c9f5111d86,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
32,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236e53-cb36-822f-8e53-b737f5f961a3,41868610,H,,,,,,32,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236e7f-18de-3799-55cd-34dc20988daf,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
43,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65236e97-2f2e-5276-8a01-60484666f243,41868610,H,,,,,,43,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652370b4-5463-d4f7-eeab-65ea067efc70,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652370e9-f1dc-e598-adff-fca126295252,41868610,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65237162-b53a-56f0-fe83-c88c8b836a46,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65237382-a155-ba9a-dadd-88e7e6ebb327,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
55,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652373f3-bc1c-59d1-b137-2548fc537e6b,41868610,H,,,,,,55,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652374a2-7afb-5783-402d-fa14f55fae66,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523772e-3a5e-766a-69a1-41cc625efc3f,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
127,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652378cb-6a8a-462c-e4e3-072e2e8c9564,41868610,H,,,,,,127,anonymous,Value will be set from Panel or URL,on,
623,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523788e-cefc-e40b-63fa-e0d2ff44bb06,41868610,H,,,,,,623,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65237c32-819e-7002-bd44-68c4da5d0040,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65237c65-bb2c-43c8-046d-ab26c78fa029,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
39,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238177-fe78-7b70-7f92-0a24ec7415dc,41868610,H,,,,,,39,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238414-8a71-8a08-c5ea-91158245c23c,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523840f-dd3c-cedc-7dec-6d6702d329df,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652385d9-667b-1cba-9fd7-2afedaf3dc64,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238d62-d466-0724-ac2e-018e4c60d20d,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238e9d-61c5-c1e8-86db-b49eb6420ed4,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
248,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238dc9-0622-1a2a-58c4-2f546a03bf4f,41868610,H,,,,,,248,anonymous,Value will be set from Panel or URL,on,
26,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238e95-f74d-0ad7-043a-0b1236d20cf1,41868610,H,,,,,,26,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238f0b-5ef6-1199-4fb7-4a0ce18617ee,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
26,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238f23-ddcc-f5c7-a9a5-c76ef95157a0,41868610,H,,,,,,26,anonymous,Value will be set from Panel or URL,on,
39,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65238b99-2d85-9d88-dc4f-2eac72b17d0d,41868610,H,,,,,,39,anonymous,Value will be set from Panel or URL,on,
145,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65239271-202b-dcae-36b1-faaf9c3d880d,41868610,H,,,,,,145,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,,,,,19772504,0JQwxfPNaWZgESCloRXSj1,,,13,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652398e3-a8c0-e0cc-ab3a-08fffb212ecb,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65239b75-1a35-2944-8b26-2aa92cb6123c,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65239c4d-797c-3c71-696a-8f0aeb531d31,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523a207-4fb5-6ca7-5683-261296a79c2c,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523a2df-5878-442f-72a1-75ab8d879e8d,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
32,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523a329-6d5a-a0cc-f3cf-931a9fe4a2c2,41868610,H,,,,,,32,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523a568-532a-cb00-73f8-1520aac9eba7,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
34,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523aecb-76a1-a03f-71d4-e1b99b9ce93c,41868610,H,,,,,,34,anonymous,Value will be set from Panel or URL,on,
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523b192-8163-53f1-d990-6e19c2f0d5ae,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
30,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523b348-3cdf-c82b-93e4-5c4b10ebace2,41868610,H,,,,,,30,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523bc18-48f5-05c4-5676-e2028328f42e,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523bcd5-dd16-86b2-338f-d920f0eefeb9,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
311,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523c0bb-aa9d-9f2a-b181-2b066b856d5e,41868610,H,,,,,,311,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523c42f-5005-458a-7dc1-d9826a83d198,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523c628-9b1c-1ce7-c5eb-af792b72ce27,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523d728-6a28-c3b0-a1e2-8ba2d7c7ef39,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523dcce-9a7b-368b-f171-ff1711130860,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523e33a-f8bf-8843-f2c2-f5f286f66d64,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523e47a-e80e-02ed-3624-40feba33ff6c,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523e4e5-9e5d-00eb-28a2-cdde4a55b1e0,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523e63f-f14b-4d27-c813-323138604689,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523ec55-d58d-f1f2-953c-f83e926dec40,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
26,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f144-7be3-5cb5-635b-08283ba16d31,41868610,H,,,,,,26,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f17d-76d8-af33-e6a5-a51e9a19f3f7,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f2a7-0d37-dc48-7d01-e4afeed545a3,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f37f-6866-b67a-d59e-3749590f45d5,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f935-4688-c584-f3d5-e8c4ba4eda11,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523f921-4bb4-e32d-410c-f7731819de2f,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
37,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523fcb7-a879-70dc-1750-c561e5bf6949,41868610,H,,,,,,37,anonymous,Value will be set from Panel or URL,on,
8,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523fe40-a7f4-2a6a-e731-8156b60db0c4,41868610,H,,,,,,8,anonymous,Value will be set from Panel or URL,on,
70,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6523fec6-bd14-fbed-cd15-6e1fed7753d0,41868610,H,,,,,,70,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6524004a-5653-b85d-4310-47129904371b,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652401f3-8ff6-b6f7-b613-e25f255144a9,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652408a0-7a21-2ecd-aee3-dab3f50da590,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240a45-c556-de0b-7030-577810049219,41986902,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
459,35.9605,-83.9234,8,,,47,Moon  pie,Biscuits ,Corn,1,1,1,30,3,7,Nothing ,3,4,,2,3,3,3,3,3,3,7,1,1,1,5,1,1,103,14,5,5,Qual29638-0912-ConsumersStudy[BA],1,,65240944-8d41-343c-c853-c93c0989d33a,41986902,H,1370,,,,,459,anonymous,Value will be set from Panel or URL,on,White
35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240c9f-6182-d20c-e61f-93bcb5c90691,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240ccc-2074-55cc-6083-482d8861dc7b,41986902,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240deb-7214-d695-0c96-a35dc7ed8abe,41986902,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240e11-440c-4ddb-c7e2-8bc08bfa2dce,41986902,H,,,,,,20,anonymous,Value will be set from Panel or URL,on,
44,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240e37-6d72-c51e-b196-6a52b590aa84,41986902,H,,,,,,44,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240e6c-78e8-1a00-a350-1dc8e5f960e5,41986902,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240e84-29c0-e17c-d18c-2ed9772d54d8,41986902,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
50,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240f46-6cfe-43ad-44af-a676e4b02c28,41868610,H,,,,,,50,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65240f8a-c4b2-963f-9ae9-f4823ec40728,41986902,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
