"","ResponseId","Q2","Q11","t2"
"1211","R_27UzGYLnPDfwslv","mississippi","soybeans","soybeans"
"1212","R_0TzECTxZlbliAfL","tennessee","macncheese","macncheese"
"1213","R_2ck0x4a8FLfzcLY","louisiana","apple","apple"
"1214","R_2EhkwbSxVLbp3xY","louisiana","cotton","cotton"
"1215","R_2YrIhpK1cY8A98T","missouri","cotton","cotton"
"1216","R_1eQtLDElrZBL8Gx","tennessee","peanuts","peanuts"
"1217","R_yL16Z5mwD4gD31L","louisiana","corn","corn rice"
"1218","R_yL16Z5mwD4gD31L","louisiana","rice","corn rice"
"1219","R_2wsP7J3pL4IMvdp","louisiana","rice","rice"
"1220","R_1P1nlgguC7Nn7ai","louisiana","sugarcane","sugarcane"
"1221","R_3FOQ1V1QnRZ7DPm","tennessee","none","none"
"1222","R_2ZUDWO2tEMtiygM","mississippi","seafood","fish"
"1223","R_2VdxnJ51QUjKclB","mississippi","salad","salad"
"1224","R_Ab17VcFbcI4gs9z","arkansas","beef","beef"
"1225","R_qzj301FtMNDALFD","tennessee","cotton","cotton"
"1226","R_1OHWnikBfl6x43q","tennessee","soybeans","soybeans"
"1227","R_u9u42dingARf7r3","louisiana","cotton","cotton rice"
"1228","R_u9u42dingARf7r3","louisiana","rice","cotton rice"
"1229","R_Q3z782jYfKB3acV","tennessee","cotton","cotton"
"1230","R_2AF0QuSuZAW1Wnz","missouri","watermelon","watermelon"
"1231","R_2AF0QuSuZAW1Wnz","missouri","peanuts","peanuts"
"1232","R_3Phlc9NmQD37PHa","mississippi","corn","corn"
"1233","R_2EcbB4IJAdojjP3","louisiana","seafood","crawfish"
"1234","R_2EcbB4IJAdojjP3","louisiana","rice","rice"
"1235","R_1dzXszLgz01cjv2","louisiana","corndogs","corndogs"
"1236","R_bPgcN9O1rljBXc5","tennessee","seafood","seafood"
"1237","R_pcOsDV2oRnBaHuN","louisiana","seafood","crawfish"
"1238","R_3GB863XqOFpfQdb","arkansas","rice","rice"
"1239","R_2as0DXjdeUninzP","tennessee","cotton","cotton"
"1240","R_p5B39bpjQRmquHL","tennessee","potatoes","potatoes"
"1241","R_2yfJjRh0nbY5PN9","missouri","vegetables","vegetables"
"1242","R_2RajRQwrkseIjYl","tennessee","corn","corn soybeans"
"1243","R_2RajRQwrkseIjYl","tennessee","soybeans","corn soybeans"
"1244","R_25YBYIhehhqSVRr","mississippi","lettuce","lettuce"
"1245","R_2XhrmHZ0dA0WM5E","tennessee","seafood","fish"
"1246","R_2wjz3XUy5x76h8D","missouri","corn","corn"
"1247","R_2qfIb567uk9fqwk","mississippi","corn","corn"
"1248","R_1OgF9Dpr8UCG6R3","arkansas","corn","corn"
"1249","R_ToVup6hcvBuqNax","louisiana","corn","corn"
"1250","R_3iQn0OEuv2oOqa4","missouri","cotton","cotton"
"1251","R_2TTUKmTX9T16bZe","louisiana","greenbeans","greenbeans"
"1252","R_2TTUKmTX9T16bZe","louisiana","corn","corn"
"1253","R_Bzv1ey3WDqqFqCd","arkansas","rice","rice"
"1254","R_VI1PJynkp6EC6LT","mississippi","seafood","seafood"
"1255","R_1ir5b1JlHPuQIXS","tennessee","soybeans","soybeans"
"1256","R_ukuiQugT4jACMiR","arkansas","soybeans","soybeans"
"1257","R_2QoBfgBwQIoEQv4","louisiana","sugarcane","sugarcane"
"1258","R_1oC5gphJyvFggNr","missouri","sweetpotatoes","sweetpotatoes 
wheat
corn
tomatoes"
"1259","R_1oC5gphJyvFggNr","missouri","wheat","sweetpotatoes 
wheat
corn
tomatoes"
"1260","R_1oC5gphJyvFggNr","missouri","corn","sweetpotatoes 
wheat
corn
tomatoes"
"1261","R_1oC5gphJyvFggNr","missouri","tomatoes","sweetpotatoes 
wheat
corn
tomatoes"
"1262","R_3lQYhuygOqdAFge","missouri","corn","corn
wheat
soybeans"
"1263","R_3lQYhuygOqdAFge","missouri","wheat","corn
wheat
soybeans"
"1264","R_3lQYhuygOqdAFge","missouri","soybeans","corn
wheat
soybeans"
"1265","R_pa7OfZ09p8ePTrj","mississippi","friedpickles","friedpickles"
"1266","R_3HBpta9Skb8VW5R","tennessee","none","none"
"1267","R_12xmxEfm3YPcLNO","louisiana","alligator","alligator"
"1268","R_dcaXfnkag8lBTah","arkansas","pork","pork"
"1269","R_55zNcw17txtdLQB","tennessee","none","none"
"1270","R_XoeKWz5ffgHWoJr","tennessee","wheat","wheat"
"1271","R_2B9yZf592XNtZ33","missouri","countryfriedsteak","countryfriedsteak"
"1272","R_27rIRDi4DAaiqKG","arkansas","rice","rice"
"1273","R_27rIRDi4DAaiqKG","arkansas","seafood","fish"
"1274","R_27rIRDi4DAaiqKG","arkansas","soybeans","soybeans"
"1275","R_27lONjEj5UNz21N","tennessee","cotton","cotton"
"1276","R_3lzU10J7qUWcUav","arkansas","bison","bison"
"1277","R_1FxqOQorZlhK2fV","louisiana","corn","corn"
"1278","R_2uDj4ZbKoXfDuJL","tennessee","rice","rice"
"1279","R_6WMTRCdcFv14ps5","arkansas","mcdonalds,","mcdonalds, chicken"
"1280","R_6WMTRCdcFv14ps5","arkansas","chicken","mcdonalds, chicken"
"1281","R_Rqx3uE7GFfAHf8d","tennessee","beverages","beverages products"
"1282","R_Rqx3uE7GFfAHf8d","tennessee","products","beverages products"
"1283","R_1gRyGrSbm3gZ4EP","louisiana","none","none"
"1284","R_1l3N3IYJlOSYc9Q","tennessee","cotton","cotton"
"1285","R_b2gUM9E2G6LHpbr","tennessee","none","none"
"1286","R_1jMWFFEmz9xtWWN","missouri","corn","corn"
"1287","R_3PdUzA5LJDxMucJ","mississippi","seafood","fish"
"1288","R_PFk3GUxac87i8uZ","arkansas","rice","rice"
"1289","R_1pzfbDPo62EZfZ2","missouri","corn","corn"
"1290","R_1meN6BakUX0Uaf9","tennessee","soybeans","soybeans"
"1291","R_Y5HlWvIxB9VWlZ7","arkansas","cotton","cotton"
"1292","R_26hCrQRrsv6SauV","missouri","grains","grains proteins vegetables"
"1293","R_26hCrQRrsv6SauV","missouri","proteins","grains proteins vegetables"
"1294","R_26hCrQRrsv6SauV","missouri","vegetables","grains proteins vegetables"
"1295","R_26hCrQRrsv6SauV","missouri","fruit","fruit"
"1296","R_33wr7xWybAea3NX","louisiana","noodles","noodles"
"1297","R_2ZP3utcPPPu6zUf","arkansas","rice","rice"
"1298","R_263dDpOvNMktQCj","tennessee","soybeans","soybeans"
"1299","R_3I3mrm9rCgLKQLL","mississippi","watermelon","watermelon"
"1300","R_2w0Qp9cZqKvRYAE","louisiana","corn","corn"
"1301","R_32WOxCRjhGxvVdG","louisiana","seafood","crawfish"
"1302","R_0PrtSBkNzq88zrH","tennessee","beef","beef"
"1303","R_0PrtSBkNzq88zrH","tennessee","pork","pork"
"1304","R_72mRqQwgIQglPEJ","louisiana","rice","rice"
"1305","R_72mRqQwgIQglPEJ","louisiana","sugarcane","sugarcane"
"1306","R_72mRqQwgIQglPEJ","louisiana","seafood","fish"
"1307","R_1GwrehPYBDWHW9L","louisiana","pizza","pizza"
"1308","R_5pOMV66IY7hWt2N","tennessee","seafood","fish"
"1309","R_3kBS2DUsFP5YX2s","tennessee","greens","greens"
"1310","R_1j8IcVWj1SRrfti","louisiana","beef","beef"
"1311","R_1j8IcVWj1SRrfti","louisiana","pork","pork"
"1312","R_1j8IcVWj1SRrfti","louisiana","chicken","chicken"
"1313","R_3j3eUrEPgNfUE0g","arkansas","wheat","wheat"
"1314","R_3O1gOJFvkcxr5jM","missouri","apple","apple"
"1315","R_3O1gOJFvkcxr5jM","missouri","oranges","oranges"
"1316","R_3O1gOJFvkcxr5jM","missouri","grapes","grapes"
"1317","R_24MdRWLEouqKk5w","mississippi","soybeans","soybeans"
"1318","R_10OzrHFTXfvbGGx","louisiana","seafood","fish"
"1319","R_2CkOQrwmIZClWuk","missouri","corn","corn"
"1320","R_1Hkr1Uv0BtlahnZ","tennessee","corn","corn"
"1321","R_t0bCrgmpNDwUXip","arkansas","corn","corn"
"1322","R_1gndPBgWrf38UwP","missouri","corn","corn"
"1323","R_1dv7buEm7vwk1Ai","tennessee","pineapple","pineapple"
"1324","R_33D8IiqhGl2bkHj","tennessee","apple","apple"
"1325","R_1OqWR0dViYQyEhR","missouri","seafood","fish"
"1326","R_2xJNlXwFKmpiV9U","arkansas","cheese","cheese"
"1327","R_1NnrfqVRM3Z8tl6","tennessee","corn","corn"
"1328","R_1esHKlxjqHaKzyz","louisiana","mustardgreens","mustardgreens"
"1329","R_Oxvjk0gnLV8SipX","missouri","none","none"
"1330","R_1QLqol7EgmuwHvz","missouri","ribs","ribs"
"1331","R_1jlJIrFIrAGTCjU","arkansas","rice","rice"
"1332","R_3fcy8Y9swJkPOF6","arkansas","rice","rice"
"1333","R_x0izX6cUsGoZNe1","tennessee","tomatoes","tomatoes"
"1334","R_3P4AuiThPHmrJAW","missouri","wheat","wheat"
"1335","R_24GiVORFR7Tsbz0","arkansas","rice","rice"
"1336","R_AFoR0tdVW7lLgWZ","louisiana","ducksoup","ducksoup"
"1337","R_1IXyEBwvmb3larz","missouri","none","none"
"1338","R_1F54XIi38wMJqbC","missouri","beef","beef"
"1339","R_3R2hOCKQQeFXTSC","louisiana","corn","corn"
"1340","R_2wiNKZ8CoYJQVTE","tennessee","corn","corn"
"1341","R_3hxWc2sU6Ud8lgt","missouri","corn","corn"
"1342","R_22Qx4pwpnh2wXpm","arkansas","corn","corn"
"1343","R_3p0hqLqOygfVqYr","missouri","corn","corn"
"1344","R_1FzH2vEER13KHaT","missouri","cotton","cotton"
"1345","R_3fZQosDLolAf87N","louisiana","seafood","crawfish"
"1346","R_yDaRC1qKXIiPjLb","missouri","none","none"
"1347","R_31NlWEVEi4pIsyx","louisiana","pecans","pecans"
"1348","R_1r6RCTRfecBuLx9","missouri","pork","pork"
"1349","R_2Ev0lPSChRcXP0t","arkansas","potatoes","potatoes"
"1350","R_YVMCQVJ2zEYioKd","louisiana","rice","rice"
"1351","R_QmlSbUxyR5GqvU5","arkansas","rice","rice"
"1352","R_3mleHyPUAQio6Z6","arkansas","rice","rice corn"
"1353","R_3mleHyPUAQio6Z6","arkansas","corn","rice corn"
"1354","R_1RjwiOAbVjDao2B","missouri","seafood","shrimp"
"1355","R_71XgKUL50Nb1xVD","arkansas","sorghum","sorghum"
"1356","R_w1v7UzteINXFI2d","missouri","soybeans","soybeans"
"1357","R_2yrulvglhgzIcum","tennessee","soybeans","soybeans corn"
"1358","R_2yrulvglhgzIcum","tennessee","corn","soybeans corn"
"1359","R_2c62H2feeBJRorb","missouri","soybeans","soybeans"
"1360","R_29ao0LyQ2WCwPOr","arkansas","tobacco","tobacco"
"1361","R_3hyWFAciEAdO8oZ","tennessee","wheat","wheat"
"1362","R_3IbEegjmu3v19LS","tennessee","corn","corn"
"1363","R_2VwI5N8y43EbhAN","mississippi","corn","corn"
"1364","R_YVMqM9G62VKY8Nz","arkansas","rice","rice"
"1365","R_YVMqM9G62VKY8Nz","arkansas","sausage","sausage"
"1366","R_2aKoM56QpDqA95m","tennessee","soybeans","soybeans"
"1367","R_1GWjAxOPfb3NoIH","missouri","seafood","fish"
"1368","R_1GWjAxOPfb3NoIH","missouri","seafood","shrimp"
"1369","R_1GWjAxOPfb3NoIH","missouri","rice","rice"
"1370","R_1dtM3azbc02wyEl","louisiana","salmon","salmon"
"1371","R_DC7slCmcfOkh74R","tennessee","vegetables","vegetables"
"1372","R_5jqbAjNw9Rf80xP","mississippi","pecans","pecans"
"1373","R_2fJ539y0ktTCGlr","tennessee","pecans","pecans"
"1374","R_Tn4XSviNQJh98A1","arkansas","ramps","ramps"
"1375","R_3qIPxBLDOpcNk9S","mississippi","beer","beer"
"1376","R_1CrTxfpWbY4bx7b","tennessee","tomatoes","tomatoes"
