duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
265,R_1dEFZL1qEzF6ymW,Ohio,2.25,0,1.75,0,0.1,Strongly agree,3,3,2,1,3,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,don't know the region,,,,,,,,,,Mississippi,,,,,,75 - 84,Female,White,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",121,Supermarket
126,R_1foIY0ShSh9GQY9,North Carolina,4.5,2.5,2.75,1.3,0.35,Strongly agree,5,5,5,5,5,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Super,,,,,,,,,,Mississippi,,,,,,25 - 34,Female,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",171,Farmers Market
221,R_12kXAgTcqfr2zrH,North Carolina,2.5,0.75,1.25,0.5,0.25,Strongly agree,5,5,2,2,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,Unsure havent heard of until today,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",160,Farmers Market
230,R_1aaWwfjqXi5eWef,North Carolina,4.25,1.5,2,0.8,0.3,Strongly agree,5,5,5,4,4,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Farming is a large business in Mississippi,Alabama,,,,,,,,,,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",100,Supermarket
233,R_5ZQ7DGaZ0HLtEf7,Colorado,4.25,1.25,1.75,0.7,0.45,Strongly agree,5,5,5,1,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,They are about the same.,They are about the same.,south love,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",145,Supermarket
201,R_3HyaE9XOFEjcMI9,Vermont,3.75,1,0.75,0.4,0.2,Strongly agree,2,5,4,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,I dont know ,,,,,,,,,,Mississippi,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",59,Supermarket
300,R_3rH1tygcGBVHccV,Ohio,3,0.75,0.75,0.4,0.15,Strongly agree,4,2,4,4,4,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Hillbilly ,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",119,Supermarket
219,R_5LCivHe4FQbUsyC,Georgia,4.25,1.25,1.75,0.7,0.25,Strongly agree,3,5,4,3,4,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,I don't know.,Locally grown is superior.,Fertil ,,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",126,Supermarket
467,R_74iqBp1h3tOor8B,Arizona,4.5,1.5,2,0.8,0.3,Strongly agree,4,5,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,Rich soil,,Arkansas,Illinois,,,,Kentucky,Louisiana,,Mississippi,,,,Tennessee,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",32,Supermarket
390,R_71udCGLhUZbjH8f,Pennsylvania,4.5,1.75,2.25,0.9,0.35,Strongly agree,4,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,The region that is adjacent to the Mississippi River,Alabama,Arkansas,,,,Kansas,,Louisiana,,,Missouri,,,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",81,Farmers Market
306,R_3zSx2DBrZxTRwTT,Texas,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,5,3,3,5,I don't know.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is inferior,They are about the same.,I don't know.,No idea,,,,,,,,,,Mississippi,,,,,,35 - 44,Female,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$60,000 - $69,999",200,Supermarket
262,R_3Edo007Sd2QGI9n,Texas,4.5,1.5,1.75,0.8,0.35,Strongly agree,4,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,productive,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",101,Supermarket
204,R_6CpXN6FuCE4FBXQ,Wisconsin,3.5,1,2,0.5,0.2,Strongly agree,5,5,2,2,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Down south,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket
681,R_6hGzTHdPMZBxqoG,Oklahoma,2.25,0.5,1.75,0.1,0.5,Somewhat agree,4,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,rich soil,,,,,,,,,,Mississippi,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",50,Supermarket
366,R_1C1R1vs2gSGkkRZ,Texas,3.75,1.5,1.75,0.8,0.25,Strongly agree,4,4,4,4,4,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Mississippi River area,,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",81,Supermarket
209,R_52m7NnXBEN6cjFG,Illinois,3.5,1.5,2,0.7,0.35,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,beautiful area,Alabama,,,,,,Kentucky,Louisiana,,,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",101,Supermarket
163,R_3af6DY4yxR9d6g4,Florida,6,2.5,3,1.4,0.45,Somewhat agree,4,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Very good,,,,,,,,Louisiana,,,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$20,000 - $29,999",162,Farmers Market
325,R_3hzLNL3ag7bJBW6,Ohio,4.25,1.25,2.75,1,0.5,Strongly agree,4,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Wet,,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",15,Supermarket
190,R_12fnh32PgrRW8u2,North Carolina,5,1.75,2,0.9,0.35,Strongly agree,4,4,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,its good,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",124,Supermarket
380,R_1vzOSaJfkgUkf3H,South Carolina,2.25,0.5,1.5,0.6,0.2,Strongly agree,4,4,3,3,3,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Wet farmland,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",129,Supermarket
295,R_6THr80r50fHiajx,Massachusetts,4.25,1.25,1.75,0.8,0.25,Somewhat agree,4,4,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Far away,Alabama,,,,,,,Louisiana,,,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",65,Supermarket
372,R_3Se0RiYYzx2r1Bb,Texas,2.75,1.5,2,0.6,0.2,Strongly disagree,5,4,1,2,4,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Don't know much about it,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,45 - 54,Male,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$30,000 - $39,999",200,Supermarket
162,R_1UCJeNo7OOqkFxv,Illinois,3.75,1,2.25,0.9,0.15,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Southern area ,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",196,Supermarket
189,R_7OUfqt7d0JHOsUD,California,4.25,1.25,1.75,0.7,0.2,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Racist,,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",180,Supermarket
220,R_6FkrPKPnvRnWrqL,South Carolina,3,0,1.75,1,0,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,Beautiful,Alabama,Arkansas,,,,,,Louisiana,,,,,Oklahoma,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",53,Supermarket
120,R_5YKgQy3SmRPnukZ,Pennsylvania,4.5,1.5,1.5,0.6,0.35,Strongly agree,5,4,5,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Great farm by ,Alabama,Arkansas,,,,,Kentucky,,,Mississippi,,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",140,Supermarket
560,R_5PsnuyNC5iWJksN,Oregon,2.25,0.75,2.5,1,0.5,Strongly agree,5,5,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Agricultural divesity,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",182,Supermarket
243,R_6ALnUtFADNp8HZE,New Jersey,4.25,1.25,1.75,0.7,0.25,Strongly agree,3,4,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,northeastern part,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",62,Supermarket
252,R_3sWJXFuJoImsDRI,Texas,2.25,0,1.25,0,0,Strongly agree,3,4,3,3,4,I don't know.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Local farming,,Arkansas,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",79,Supermarket
256,R_5bKpbJ8uOyDV5Lz,Georgia,4.25,1.25,1.75,0.9,0.25,Strongly agree,5,3,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior, don't know ,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",98,Supermarket
406,R_1Lec4Xyyz6MUSgm,Massachusetts,2.5,0,2.25,0.9,0.45,Strongly agree,5,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,I don't know.,They are about the same.,Locally grown is inferior,I don't know.,Locally grown is inferior,Southern area,,Arkansas,,,,,,Louisiana,,Mississippi,,,Oklahoma,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",145,Supermarket
462,R_7NbnbDsOCJRAS4K,North Carolina,3,1.25,1.75,0.8,0.3,Strongly agree,5,5,4,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Rich soil,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket
239,R_7QDVTkSXKARZVoE,Pennsylvania,3.5,1.25,1.25,0.9,0.3,Strongly agree,5,5,3,3,5,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,They are about the same.,I don't know.,Locally grown is inferior,Locally grown is inferior,I don't know.,I don't know.,Beautiful  Fresh ,Alabama,,,,Iowa,Kansas,Kentucky,,,Mississippi,Missouri,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",79,Farmers Market
155,R_5wKX95DaW6J1jWK,Pennsylvania,3.75,1.25,1.5,0.6,0.25,Strongly agree,4,5,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Hot and Humid,,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",195,Supermarket
614,R_74GuPnjsnb0JqWl,Kentucky,5,1.75,1.5,1,0.5,Strongly agree,4,5,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,easily farmed,,Arkansas,Illinois,,,,Kentucky,Louisiana,,Mississippi,Missouri,,,Tennessee,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",150,Farmers Market
270,R_3N7XQlYHMy7Ic8P,Pennsylvania,4,1.5,2.5,1,0.35,Somewhat agree,4,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Farms abundance,,,,,,,,,,Mississippi,,,,,,35 - 44,Female,,,,,,,,,,,,,,,some other race,"Yes, Puerto Rican","$90,000 - $99,999",100,Farmers Market
308,R_5s1AWvzxtuvDvXB,Florida,4.5,1,2,0.8,0.3,Strongly agree,4,4,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,I don't know.,Locally grown is superior.,The area of the Deep South where the Mississippi River empties into the Gulf of Mexico,,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",48,Supermarket
192,R_3wR2qwOn9XsxWTL,Alabama,4.5,2,1,0.4,0.45,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,Rich soil,Alabama,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",200,Supermarket
994,R_6GVzGKEbtj7Wk1J,Maryland,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior., not familiar ,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket
767,R_3OTBQsCXlZ7ZCzi,Pennsylvania,4.25,1.5,2,1,0.25,Strongly agree,5,5,3,5,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,history rich ,,Arkansas,Illinois,,,,Kentucky,Louisiana,,Mississippi,Missouri,,,Tennessee,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",200,Supermarket
293,R_6BVOunhAyTqHyi0,Florida,3.5,1.25,2,0.9,0.2,Somewhat agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Hot and swampy,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Farmers Market
232,R_3LbDIaRblbOdWfh,Arizona,4,1.5,1.25,0.8,0.3,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,Farmland,,,,,Iowa,Kansas,,,,Mississippi,Missouri,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Health/Natural Food Store
285,R_1e4glwBMLxN1ie4,Florida,4.75,1.75,2,0.8,0.35,Strongly agree,4,4,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Flat waterway,,,Illinois,,,,,Louisiana,,,,,,Tennessee,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",142,Supermarket
218,R_5icFpAT5wjnUged,Texas,3.5,1.5,1.25,0.4,0.25,Strongly agree,5,5,5,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Beautiful ,,,,,,,,,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",89,Supermarket
167,R_5flnT3xZzxfYjCs,New Jersey,3.75,0.75,1.25,0.4,0.2,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Rural,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",125,Health/Natural Food Store
305,R_6FEcV7ddrF0sLsx,Illinois,2.25,1,1.75,0.7,0.25,Neither agree nor disagree,3,3,3,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Nice ,,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",80,Supermarket
339,R_7QLN6LvHwurzHtt,Nebraska,4,1.25,1.75,0.7,0.25,Strongly agree,4,4,4,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Rural ,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",151,Supermarket
511,R_5Uf5LqFpMyBwynq,Oklahoma,4.5,1.75,2,0.9,0.35,Strongly agree,4,4,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,I don't know.,great farmland,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",95,Supermarket
168,R_1Dcr0iDBFUx7ZG3,Texas,2.75,2,2.5,0.2,0.15,Strongly agree,5,2,2,1,5,They are about the same.,Locally grown is inferior,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Rednecks uneducated,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",200,Supermarket
409,R_1lxxr9fuvGdH9YE,Texas,2.25,0.75,1.25,0.5,0.25,Strongly agree,5,4,1,1,1,They are about the same.,I don't know.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,I don't know.,They are about the same.,They are about the same.,I don't know.,Hot prejudice ,,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",148,Supermarket
459,R_58O1JAFuncseEvP,Nebraska,2.25,0.75,1.25,0.4,0.35,Strongly agree,3,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Locally grown is inferior,I don't know.,I don't know.,Rich growth ,,,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Farmers Market
613,R_67Ful9mUGaN7Co1,Florida,2.25,1.25,1.75,0.5,0.15,Strongly agree,4,5,3,3,4,I don't know.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,South Central,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",60,Supermarket
339,R_19nXjpgzkW4nIxZ,Michigan,4.5,1.5,2,0.7,0.3,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,Not familiar,,,,,,,Kentucky,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",120,Supermarket
